school_name,district_name,city,state,admin_approved
North Euless El,Hurst-Euless-Bedford Isd,Euless,TX,false
North Forest El,Yes Prep Public Schools Inc,Houston,TX,false
North Hamilton County Elementary School,Hamilton County,Sale Creek,TN,false
North Hartsville Elementary,Darlington 01,Hartsville,SC,false
North Hi Mount El,Fort Worth Isd,Fort Worth,TX,false
North Hopkins El,North Hopkins Isd,Sulphur Springs,TX,false
North Joshua El,Joshua Isd,Burleson,TX,false
North Lake Elementary,Franklin County,Tullahoma,TN,false
North Lamar Int,North Lamar Isd,Paris,TX,false
Landmark Christian School,,Richmond,VA,false
Garfield Heights High School,Garfield Heights City Schools,Garfield Heights,OH,true
Garfield Heights Middle School,Garfield Heights City Schools,Garfield Heights,OH,true
Oak Grove Mennonite School,,Aroda,VA,false
Garfield Middle School,Lakewood City,Lakewood,OH,true
Lafayette County High School,Lafayette County School District,Lewisville,AR,true
Garfield High,San Diego Unified,San Diego,CA,true
Lafayette Early Intervention Preschool,Lafayette Elementary,Lafayette,CA,false
Lafayette Eastside Elementary School,Chambers County,Lafayette,AL,false
Garfield High School,Garfield Public School District,Garfield,NJ,true
Garfield Middle,Albuquerque,Albuquerque,NM,true
Garfield Middle School,Hamilton City,Hamilton,OH,true
Garland Aec,Garland Isd,Garland,TX,true
North Lee Elementary School,Bradley County,Cleveland,TN,false
North Loop El,Ysleta Isd,El Paso,TX,false
North Mullins Primary,Marion 10,Mullins,SC,false
North Ogden School,Weber District,Ogden,UT,false
North Park Elementary - 08,Belle Fourche School District 09-1,Belle Fourche,SD,false
North Park School,Box Elder District,Tremonton,UT,false
North Park School,Weber District,Roy,UT,false
North Park School,Cache District,North Logan,UT,false
North Point School,Alpine District,Lehi,UT,false
North Pointe El,Clear Creek Isd,Houston,TX,false
North Pointe Elementary,Anderson 05,Anderson,SC,false
North Rich School,Rich District,Laketown,UT,false
North Ridge El,Frenship Isd,Wolfforth,TX,false
North Ridge El,Birdville Isd,North Richland Hills,TX,false
North Riverside El,Keller Isd,Fort Worth,TX,false
North Shore El,Galena Park Isd,Houston,TX,false
North Side Elementary,Johnson City,Johnson City,TN,false
Blacksburg New School,,Blacksburg,VA,false
Mountain View Christian School,,Blacksburg,VA,false
Tall Oaks Montessori School,,Blacksburg,VA,false
Dayspring Christian Academy,,Blacksburg,VA,false
Garnet Valley HS,Garnet Valley SD,Glen Mills,PA,false
Garnet Valley MS,Garnet Valley SD,Glen Mills,PA,false
Garnet Career Center,Kanawha County Schools,Charleston,WV,false
Garland H S,Garland Isd,Garland,TX,true
Garland Mcmeans J H,Katy Isd,Katy,TX,false
Garner College and Career Preparatory Academy,Garner Isd,Weatherford,TX,true
Lafayette Elementary,San Diego Unified,San Diego,CA,false
Lafayette Elementary,Long Beach Unified,Long Beach,CA,false
Garner High,Wake County Schools,Garner,NC,true
Garner Middle,North East Isd,San Antonio,TX,true
North Side H S,Fort Worth Isd,Fort Worth,TX,true
North Springs Elementary,Richland 02,Columbia,SC,false
North Star El,Ysleta Isd,El Paso,TX,false
North Star School,Salt Lake District,Salt Lake City,UT,false
North Stewart Elementary,Stewart County,Big Rock,TN,false
North Summit Preschool,North Summit District,Coalville,UT,false
North Summit School,North Summit District,Coalville,UT,false
North Sumner Elementary,Sumner County,Bethpage,TN,false
North Vista Elementary,Florence 01,Florence,SC,false
Northampton El,Klein Isd,Klein,TX,false
Northaven Elementary,Memphis-Shelby County Schools,Memphis,TN,false
Northbrook El,Eagle Mt-Saginaw Isd,Fort Worth,TX,false
Northeast El Campus,Southwest Preparatory School,San Antonio,TX,false
Northeast Elementary,Montgomery County,Clarksville,TN,false
Northeast Elementary,Putnam County,Cookeville,TN,false
Northern Hills El,North East Isd,San Antonio,TX,false
Northfield Elementary,Murfreesboro,Murfreesboro,TN,false
Northfield Elementary School,White County,Sparta,TN,false
Northlake El,Garland Isd,Garland,TX,false
Northlake El,Richardson Isd,Dallas,TX,false
Northlake School,Tooele District,Tooele,UT,false
Northline El,Houston Isd,Houston,TX,false
Garrett Morgan School of Engineering & Innovation,Cleveland Municipal,Cleveland,OH,true
George Washington Carver Academy,Waterloo Comm School District,Waterloo,IA,true
George Washington Carver STEM Academy,Fayette County,Lexington,KY,false
George Washington Elementary School,Keokuk Comm School District,Keokuk,IA,false
Mt Carmel Christian Academy,,Luray,VA,false
Cloverdale School,,Woodbridge,VA,false
Garrett Morgan School of Leadership and Innovation,Cleveland Municipal,Cleveland,OH,false
George Washington Middle School,Dubuque Comm School District,Dubuque,IA,true
George Welch Elementary School,Ouachita Parish,West Monroe,LA,false
George-Little Rock Elementary School,George-Little Rock Comm School District,Little Rock,IA,false
Garrison High School,Garrison 51,Garrison,ND,false
Garretson High School - 01,Garretson School District 49-4,Garretson,SD,false
Garretson Middle School - 03,Garretson School District 49-4,Garretson,SD,false
Garrison H S,Garrison Isd,Garrison,TX,true
Garrison Middle,Garrison Isd,Garrison,TX,true
Northrich El,Richardson Isd,Richardson,TX,false
Northridge School,Alpine District,Orem,UT,false
Northshore Elementary School,Knox County,Knoxville,TN,false
Northside El,Henderson Isd,Henderson,TX,false
Northside El,Waxahachie Isd,Waxahachie,TX,false
Northside El,Angleton Isd,Angleton,TX,false
Northside El,Cleveland Isd,Cleveland,TX,false
Northside El,El Campo Isd,El Campo,TX,false
Northside Elementary,Hardin County,Savannah,TN,false
Northside Elementary,Colleton 01,Walterboro,SC,false
Northside Elementary,Oconee 01,Seneca,SC,false
Northside Elementary,York 03,Rock Hill,SC,false
Northside Elementary,DeKalb County,Smithville,TN,false
Northside Pri,Palestine Isd,Palestine,TX,false
St Andrew's School,,Richmond,VA,false
Community School,,Roanoke,VA,false
Calvary Road Christian School,,Alexandria,VA,false
Chesapeake Bay Academy,,Virginia Beach,VA,false
Garvey (Richard) Intermediate,Garvey Elementary,Rosemead,CA,true
George-Little Rock Middle School,George-Little Rock Comm School District,George,IA,true
Georgetown Central School,Georgetown Public Schools,Georgetown,ME,false
Georgia Matthews Elem,Garden City,Garden City,KS,false
Gerald D Cushing School,Rsu 09,Wilton,ME,false
Gerald E Talbot Community School,Portland Public Schools,Portland,ME,false
Gertrude Walker Elem,Garden City,Garden City,KS,false
Garza County Regional Juvenile Center,Post Isd,Post,TX,true
Gary Hardin Academy,Sevier County,Sevierville,TN,false
Lafayette Elementary,Lafayette Elementary,Lafayette,CA,false
Lafayette High School,Chambers County,Lafayette,AL,true
Lafayette Elementary,San Francisco Unified,San Francisco,CA,false
Lafayette Elementary,Eureka City Schools,Eureka,CA,false
Lafayette Park Primary Center,Los Angeles Unified,Los Angeles,CA,false
Lafe Nelson School,Safford Unified District (4218),Safford,AZ,false
Laguna Creek High,Elk Grove Unified,Elk Grove,CA,false
Gheens Early Childhood Center,Jefferson County,Louisville,KY,false
Gibson Elementary School,Terrebonne Parish,Gibson,LA,false
Gilbert  High School,Gilbert Comm School District,Gilbert,IA,false
Gilbert Elementary School,Gilbert Comm School District,Gilbert,IA,false
Gilbert Intermediate School,Gilbert Comm School District,Gilbert,IA,false
Gillis Elementary School,Calcasieu Parish,Lake Charles,LA,false
David B Crane Elementary School,Rush-Henrietta Central School District,Rochester,NY,false
Gary W Campbell H S,Kaufman Isd,Kaufman,TX,true
Northview Primary,Sevier County,Kodak,TN,false
Northwest Crossing El,Northside Isd,San Antonio,TX,false
Northwest El,Brownwood Isd,Brownwood,TX,false
Northwest El,Hereford Isd,Hereford,TX,false
Northwest El,Pflugerville Isd,Austin,TX,false
Northwest Elementary,Cherokee 01,Gaffney,SC,false
Northwest Head Start - Huntingdon,Huntingdon Special School District,Huntingdon,TN,false
Laguna Elementary,Laguna Joint Elementary,Petaluma,CA,false
Gaston Jr/Sr High School,Gaston SD 511J,Gaston,OR,false
Gaston Virtual Academy High,Gaston County Schools,Gastonia,NC,false
Stonebridge School,,Chesapeake,VA,false
Fredericksburg Christian School,,Fredericksburg,VA,false
Court Street Academy,,Portsmouth,VA,false
Gatesville H S,Gatesville Isd,Gatesville,TX,true
Northwestern Elementary - 04,Northwestern Area School District 56-7,Mellette,SD,false
Christopher Academy,,Portsmouth,VA,false
Northwood El,North East Isd,San Antonio,TX,false
Laguna Elementary School,Scottsdale Unified District (4240),Scottsdale,AZ,false
Laguna Elementary School,Flowing Wells Unified District (4405),Tucson,AZ,false
Gaston Early College High School,Gaston County Schools,Dallas,NC,false
Gaston Early College of Medical Sciences,Gaston County Schools,Dallas,NC,false
Northwood Hills El,Richardson Isd,Dallas,TX,false
Norwood El,Burleson Isd,Burleson,TX,false
Norwood Elementary,Knox County,Knoxville,TN,false
Norwood Elementary,Anderson County,Oliver Springs,TN,false
Nottingham Country El,Katy Isd,Katy,TX,false
Nottingham El,Spring Branch Isd,Houston,TX,false
Nova Academy,Nova Academy,Dallas,TX,false
Nova Academy Cedar Hill,Nova Academy Southeast,Dallas,TX,false
Ntsh Pri Program Wichita Campus,Vernon Isd,Vernon,TX,false
Nueces Canyon El,Nueces Canyon Cisd,Barksdale,TX,false
Nursery El,Nursery Isd,Nursery,TX,false
Nursery Road Elementary,Lexington 05,Columbia,SC,false
Nye El,United Isd,Laredo,TX,false
Nyos Lamar El,Nyos Charter School,Austin,TX,false
Grace Christian School,,Staunton,VA,false
Bible Baptist Church School,,Oak Harbor,WA,false
Holy Innocents School of the Northwest,,Federal Way,WA,false
Lake Forest Park Montessori,,Shoreline,WA,false
Evergreen Academy,,Bothell,WA,false
Billings Middle School,,Seattle,WA,false
Eastside Christian School,,Bellevue,WA,false
Omak Adventist Christian School,,Omak,WA,false
Laguna High,West Sonoma County Union High,Forestville,CA,true
Cascade Christian Schools - Frederickson Elem.,,Tacoma,WA,false
Brighton School,,Mountlake Terrace,WA,false
Laguna Hills High,Saddleback Valley Unified,Laguna Hills,CA,false
Gateway Charter High School,Lee,Fort Myers,FL,true
Gateway Charter Intermediate School,Lee,Ft Myers,FL,true
Gateway Academy High School,Graves County,Mayfield,KY,true
Gatesville Int,Gatesville Isd,Gatesville,TX,false
Laguna Middle,San Luis Coastal Unified,San Luis Obispo,CA,false
Laguna Niguel Elementary,Capistrano Unified,Laguna Niguel,CA,false
Laguna Road Elementary,Fullerton Elementary,Fullerton,CA,false
Gateway Academy to Innovation & Tech.,Christian County,Hopkinsville,KY,false
Gateway 6th Grade Center,North Kansas City 74,Kansas City,MO,false
Gatesville J H,Gatesville Isd,Gatesville,TX,true
Gateway,Malakoff Isd,Malakoff,TX,false
Gateway Charter Academy - Middle - H S,Gateway Charter Academy,Dallas,TX,true
O a Peterson,Northwest Isd,Fort Worth,TX,false
O H Stowe El,Birdville Isd,Haltom City,TX,false
O Henry El,Richardson Isd,Garland,TX,false
O M Roberts El,Brazosport Isd,Freeport,TX,false
O M Tiffany Elementary - 11,Aberdeen School District 06-1,Aberdeen,SD,false
O W Sadberry Sr Int,Bryan Isd,Bryan,TX,false
Olivero Garza Sr El,Sharyland Isd,Mission,TX,false
Olsen Park El,Amarillo Isd,Amarillo,TX,false
Olympia El,Judson Isd,Universal City,TX,false
Onalaska El,Onalaska Isd,Onalaska,TX,false
Oneida Elementary,Oneida,Oneida,TN,false
Orange Grove El,Orange Grove Isd,Orange Grove,TX,false
Pioneer School,,Spokane Valley,WA,false
Faith Lutheran School,,Lacey,WA,false
Faith Christian Academy,,Martinsburg,WV,false
Gateway Education Center,Guilford County Schools,Greensboro,NC,true
Laguna Vista Elementary,Ocean View,Oxnard,CA,false
Lairon College Preparatory Academy,Franklin-McKinley Elementary,San Jose,CA,true
Lake Arrowhead Elementary,Rim of the World Unified,Lake Arrowhead,CA,false
Lake Balboa College Preparatory Magnet K-12,Los Angeles Unified,Lake Balboa,CA,true
Gateway College Preparatory School,Orenda Charter School,Georgetown,TX,false
Lake Canyon Elementary,Galt Joint Union Elementary,Galt,CA,false
Gateway H S,Killeen Isd,Killeen,TX,true
Lake Center Middle,Little Lake City Elementary,Santa Fe Springs,CA,true
Lake Elementary,Vista Unified,Vista,CA,false
Lake Elementary,West Contra Costa Unified,San Pablo,CA,false
Lake Forest Elementary,Saddleback Valley Unified,Lake Forest,CA,false
Lake Forest Elementary,Rescue Union Elementary,El Dorado Hills,CA,false
Lake Hamilton Elementary Sch,Lake Hamilton School District,Pearcy,AR,false
Lake Hamilton High School,Lake Hamilton School District,Pearcy,AR,false
Lake Hamilton Interm. School,Lake Hamilton School District,Pearcy,AR,false
Lake Hamilton Jr. High School,Lake Hamilton School District,Pearcy,AR,true
Lake Hamilton Primary School,Lake Hamilton School District,Pearcy,AR,false
Gateway Community Services,Duval,Jacksonville,FL,false
Gilmore City Elementary School,Gilmore City-Bradgate Comm School District,Gilmore City,IA,false
Girard High,Girard,Girard,KS,true
Career Center,Winston Salem / Forsyth County Schools,Winston Salem,NC,false
O'connor El,Victoria Isd,Victoria,TX,false
O'dell El,Celina Isd,Celina,TX,false
O'shea Keleher Whole Child Academy,Socorro Isd,El Paso,TX,false
O. P. Earle Elementary,Spartanburg 01,Landrum,SC,false
Oak Creek El,Comal Isd,New Braunfels,TX,false
Oak Crest El,East Central Isd,San Antonio,TX,false
Oak Dale El,Amarillo Isd,Amarillo,TX,false
Oak Elementary,Bartlett,Bartlett,TN,false
Oak Forest El,Houston Isd,Houston,TX,false
Oak Forest El,Humble Isd,Humble,TX,false
Gateway High (Continuation),Clovis Unified,Clovis,CA,true
Girard Middle,Girard,Girard,KS,true
Girdler Elementary School,Knox County,Girdler,KY,false
Lake Havasu High School,Lake Havasu Unified District (4368),Lake Havasu City,AZ,false
Mountain View Christian School,,Oak Hill,WV,false
Seneca Trail Christian Academy,,Ronceverte,WV,false
Maumee Middle School,Maumee City,Maumee,OH,true
Lake Marie Elementary,South Whittier Elementary,Whittier,CA,false
Lake Hills Elementary,Alvord Unified,Riverside,CA,false
Lake Hood Elementary,Anchorage School District,Anchorage,AK,false
Lake Mathews Elementary,Riverside Unified,Riverside,CA,false
Lake Otis Elementary,Anchorage School District,Anchorage,AK,false
Lake Street Primary,Los Angeles Unified,Los Angeles,CA,false
Gladbrook-Reinbeck Elementary School,Gladbrook-Reinbeck Comm School District,Reinbeck,IA,false
Gladbrook-Reinbeck Preschool,Gladbrook-Reinbeck Comm School District,Reinbeck,IA,false
Gateway Middle,St. Louis City,St Louis,MO,true
Gateway School,Division of Youth Service,Joplin,MO,true
Gateway Regional High School,Gateway Regional High School District,Woodbury Hts,NJ,true
Gateway Middle,Killeen Isd,Killeen,TX,true
Oak Forest El,Vidor Isd,Vidor,TX,false
Oak Forest Elementary,Memphis-Shelby County Schools,Memphis,TN,false
Oak Grove El,Brownfield Isd,Brownfield,TX,false
Oak Grove El,North East Isd,San Antonio,TX,false
Oak Grove Elementary,Lexington 01,Lexington,SC,false
Oak Grove Elementary,Marshall County,Lewisburg,TN,false
Oak Grove Elementary School,Bradley County,Cleveland,TN,false
Oak Hill El,Austin Isd,Austin,TX,false
Oak Hills School,Davis District,Bountiful,UT,false
Oak Hills Terrace El,Northside Isd,San Antonio,TX,false
Oak Hollow School,Canyons District,Draper,UT,false
Oak Meadow El,North East Isd,San Antonio,TX,false
Gateway MS,Gateway SD,Monroeville,PA,true
Beth Haven Christian School,,Chauncey,WV,false
Morgantown Christian Academy,,Morgantown,WV,false
Lake Valley Elementary School,Humboldt Unified District (4469),Prescott Valley,AZ,false
Gateway Student Support Ctr,Burkburnett Isd,Burkburnett,TX,false
Summersville Sda School,,Summersville,WV,false
Teays Valley Christian School,,Scott Depot,WV,false
Pipestem Christian Academy,,Pipestem,WV,false
Gateway Tech H S,Orenda Charter School,Georgetown,TX,false
Lake View Charter,Lake View Charter District,Orangevale,CA,false
Gateway Science Academy High,Gateway Science Acad/St Louis,St. Louis,MO,true
Gateway Science Academy Middle,Gateway Science Acad/St Louis,St. Louis,MO,true
Gateway to College Program,Omaha Public Schools,Omaha,NE,false
Gateway School,Caldwell County Schools,Granite Falls,NC,true
Oak Meadows El,Manor Isd,Manor,TX,false
Oak Park Special Emphasis School,Corpus Christi Isd,Corpus Christi,TX,false
Oak Point El,Little Elm Isd,Oak Point,TX,false
Oak Pointe Elementary,Lexington 05,Irmo,SC,false
Oak Ridge El,Frenship Isd,Wolfforth,TX,false
Oak Ridge El,Conroe Isd,Conroe,TX,false
Oak Springs El,Austin Isd,Austin,TX,false
Oak View Elem School,Williamson County,Franklin,TN,false
Oak Woods School,Granbury Isd,Granbury,TX,false
Oakbrook Elementary,Dorchester 02,Ladson,SC,false
Oakcrest School,Jordan District,West Jordan,UT,false
Oakdale Elementary,York 03,Rock Hill,SC,false
Oakdale School,Canyons District,Sandy,UT,false
Oakhaven Elementary,Memphis-Shelby County Schools,Memphis,TN,false
