school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program
Ignite Family Academy,North Thurston Public Schools,Lacey,100,12,No
Igrad Academy,Oak Harbor School District,Oak Harbor,11,6,No
Ilalko Elementary School,Auburn School District,Auburn,468,295,Yes under Community Eligibility Option (CEO)
Illahee Elementary School,Evergreen School District (Clark),Camas,367,100,Yes under Community Eligibility Option (CEO)
Illahee Middle School,Federal Way School District,Federal Way,655,500,Yes under Community Eligibility Option (CEO)
Ilwaco High School,Ocean Beach School District,Ilwaco,297,162,Yes under Community Eligibility Option (CEO)
Image Elementary School,Evergreen School District (Clark),Vancouver,446,274,Yes under Community Eligibility Option (CEO)
Impact Public Schools,Impact | Commencement Bay Elementary,Tacoma,232,153,Yes under Community Eligibility Option (CEO)
Impact Public Schools,Impact | Puget Sound Elementary,Tukwila,505,352,Yes under Community Eligibility Option (CEO)
Impact | Black River Elementary,Impact | Black River Elementary,Renton,209,131,Yes under Community Eligibility Option (CEO)
Impact | Salish Sea Elementary,Impact | Salish Sea Elementary,Seattle,385,257,Yes under Community Eligibility Option (CEO)
Inchelium Elementary School,Inchelium School District,Inchelium,79,58,Yes under Community Eligibility Option (CEO)
Inchelium High School,Inchelium School District,Inchelium,62,49,Yes under Community Eligibility Option (CEO)
Inchelium Middle School,Inchelium School District,Inchelium,47,39,Yes under Community Eligibility Option (CEO)
Independent Scholar,Riverside School District,Chattaroy,113,50,Yes under Provision 2
Index Elementary School District 63,Index Elementary School District 63,Index,36,18,Yes participating without using any Provision or the CEO
Indian Trail Elementary,Spokane School District,Spokane,303,115,Yes under Community Eligibility Option (CEO)
Individualized Graduation & Degree Program,Kent School District,Kent,370,227,Yes under Community Eligibility Option (CEO)
Industrial Design Engineering and Arts,Tacoma School District,Tacoma,392,183,Yes under Community Eligibility Option (CEO)
Inglemoor HS,Northshore School District,Kenmore,1441,317,Yes participating without using any Provision or the CEO
Inglewood Middle School,Lake Washington School District,Sammamish,1229,53,Yes participating without using any Provision or the CEO
Ingraham High School,Seattle School District No. 1,Seattle,1391,433,Yes participating without using any Provision or the CEO
Innovation Heights Academy,Highline School District,Burien,142,113,Yes under Community Eligibility Option (CEO)
Innovation High School,PRIDE Prep Charter School District,Spokane,232,95,Yes under Community Eligibility Option (CEO)
Innovation Lab High School,Northshore School District,Bothell,252,36,Yes participating without using any Provision or the CEO
Insight School of Wa Open Doors Program,Quillayute Valley School District,Tacoma,8,,No
Insight School of Washington,Quillayute Valley School District,Forks,2841,2050,No
Interagency Detention School,Seattle School District No. 1,Seattle,47,13,No
Interagency Open Doors,Seattle School District No. 1,Seattle,132,67,Yes under Community Eligibility Option (CEO)
Interagency Programs,Seattle School District No. 1,Seattle,211,144,Yes under Community Eligibility Option (CEO)
Intergenerational High School,Intergenerational High School,Bellingham,107,25,No
Interlake Senior High School,Bellevue School District,Bellevue,1611,428,Yes participating without using any Provision or the CEO
International Community School,Lake Washington School District,Kirkland,421,14,Yes participating without using any Provision or the CEO
International School,Bellevue School District,Bellevue,600,48,Yes participating without using any Provision or the CEO
Internet Academy,Federal Way School District,Federal Way,370,215,No
Internet Pasco Academy of Learning,Pasco School District,Pasco,50,31,No
Irene Reither Elementary School,Meridian School District,Everson,765,381,Yes participating without using any Provision or the CEO
Island Park Elementary,Mercer Island School District,Mercer Island,364,8,Yes participating without using any Provision or the CEO
Island View Elementary,Anacortes School District,Anacortes,453,154,Yes participating without using any Provision or the CEO
Islander Middle School,Mercer Island School District,Mercer Island,960,75,Yes participating without using any Provision or the CEO
Isom Elementary School,Lynden School District,Lynden,413,192,Yes participating without using any Provision or the CEO
Issaquah High School,Issaquah School District,Issaquah,2419,399,Yes participating without using any Provision or the CEO
Issaquah Middle School,Issaquah School District,Issaquah,808,234,Yes participating without using any Provision or the CEO
Issaquah Preschool Academy,Issaquah School District,Issaquah,42,,No
Issaquah Special Services,Issaquah School District,Issaquah,67,11,No
Issaquah Valley Elementary,Issaquah School District,Issaquah,646,169,Yes participating without using any Provision or the CEO
J M Weatherwax High School,Aberdeen School District,Aberdeen,919,556,Yes under Community Eligibility Option (CEO)
Jackson Elementary School,Everett School District,Everett,322,218,Yes under Community Eligibility Option (CEO)
James A. Taylor High School,North Mason School District,Belfair,61,38,Yes under Community Eligibility Option (CEO)
James Baldwin Elementary School,Seattle School District No. 1,Seattle,262,140,Yes under Community Eligibility Option (CEO)
James McGee Elementary,Pasco School District,Pasco,499,281,Yes under Community Eligibility Option (CEO)
James Sales Elementary,Franklin Pierce School District,Tacoma,387,291,Yes under Community Eligibility Option (CEO)
James W Lintott Elementary School,Chehalis School District,Chehalis,634,363,Yes under Community Eligibility Option (CEO)
Jane Addams Middle School,Seattle School District No. 1,Seattle,824,286,Yes participating without using any Provision or the CEO
Jason Lee Elementary School,Richland School District,Richland,518,322,Yes under Community Eligibility Option (CEO)
Jason Lee Middle School,Vancouver School District,Vancouver,568,275,Yes under Community Eligibility Option (CEO)
Jefferson Elementary,Everett School District,Everett,503,232,Yes under Community Eligibility Option (CEO)
Jefferson Elementary,Mount Vernon School District,Mount Vernon,445,316,Yes under Community Eligibility Option (CEO)
Jefferson Elementary,Port Angeles School District,Port Angeles,245,145,Yes under Community Eligibility Option (CEO)
Jefferson Elementary,Pullman School District,Pullman,335,190,Yes under Community Eligibility Option (CEO)
Jefferson Elementary,Richland School District,Richland,418,256,Yes under Community Eligibility Option (CEO)
Jefferson Elementary,Spokane School District,Spokane,359,118,Yes under Community Eligibility Option (CEO)
Jefferson Elementary School,Tacoma School District,Tacoma,358,136,Yes under Community Eligibility Option (CEO)
Jefferson Lincoln Elementary,Centralia School District,Centralia,357,293,Yes under Community Eligibility Option (CEO)
Jefferson Middle School,Olympia School District,Olympia,462,198,Yes under Community Eligibility Option (CEO)
Jemtegaard Middle School,Washougal School District,Washougal,408,194,Yes participating without using any Provision or the CEO
Jenkins Creek Elementary School,Kent School District,Covington,340,200,Yes under Community Eligibility Option (CEO)
Jenkins Junior/Senior High,Chewelah School District,Chewelah,322,164,Yes under Community Eligibility Option (CEO)
Jim Tangeman Center,Vancouver School District,Vancouver,72,49,Yes under Community Eligibility Option (CEO)
Jing Mei Elementary School,Bellevue School District,Bellevue,577,58,Yes participating without using any Provision or the CEO
Jj Smith Elementary,Enumclaw School District,Enumclaw,176,105,Yes under Community Eligibility Option (CEO)
John Campbell Primary School,Selah School District,Selah,492,279,Yes under Community Eligibility Option (CEO)
John D. Bud Hawk Elementary at Jackson Park,Central Kitsap School District,Bremerton,464,176,Yes participating without using any Provision or the CEO
John Hay Elementary School,Seattle School District No. 1,Seattle,257,77,Yes participating without using any Provision or the CEO
John J. Audubon Elementary,Lake Washington School District,Redmond,431,34,Yes participating without using any Provision or the CEO
John Muir Elementary,Lake Washington School District,Kirkland,321,98,Yes participating without using any Provision or the CEO
John Muir Elementary School,Seattle School District No. 1,Seattle,308,174,Yes under Community Eligibility Option (CEO)
John Newbery Elementary,Wenatchee School District,Wenatchee,437,254,Yes under Community Eligibility Option (CEO)
John Rogers Elementary School,Seattle School District No. 1,Seattle,248,137,Yes participating without using any Provision or the CEO
John Sager Middle School,College Place School District,College Place,334,164,Yes under Community Eligibility Option (CEO)
John Sedgwick Middle School,South Kitsap School District,Port Orchard,731,291,Yes participating without using any Provision or the CEO
John Stanford International School,Seattle School District No. 1,Seattle,422,36,Yes participating without using any Provision or the CEO
Juanita Elementary,Lake Washington School District,Kirkland,394,89,Yes participating without using any Provision or the CEO
Juanita High School,Lake Washington School District,Kirkland,1778,469,Yes participating without using any Provision or the CEO
Julia Butler Hansen Elementary,Olympia School District,Olympia,412,221,Yes under Community Eligibility Option (CEO)
Julius a Wendt Elementary/John C Thomas Middle School,Wahkiakum School District,Cathlamet,272,157,Yes under Community Eligibility Option (CEO)
