school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Fairview Middle School,Marion County Schools,Fairview,154,,Yes under Community Eligibility Option (CEO),true
Fall River Elementary School,McDowell County Schools,Big Sandy,112,,Yes under Community Eligibility Option (CEO),false
Fayetteville PK-8,Fayette County Schools,Fayetteville,548,,Yes under Community Eligibility Option (CEO),false
Fellowsville Elementary,Preston County Schools,Tunnelton,59,,Yes under Community Eligibility Option (CEO),false
Flatwoods Elementary School,Braxton County Schools,Flatwoods,109,,Yes under Community Eligibility Option (CEO),false
Flemington Elementary School,Taylor County Schools,Flemington,107,,Yes under Community Eligibility Option (CEO),false
Flinn Elementary School,Kanawha County Schools,Charleston,430,,Yes under Community Eligibility Option (CEO),false
Fort Gay Pre K-8,Wayne County Schools,Fort Gay,440,,Yes under Community Eligibility Option (CEO),true
Fountain Primary School,Mineral County Schools,Keyser,123,,Yes under Community Eligibility Option (CEO),false
Frametown Elementary School,Braxton County Schools,Frametown,146,,Yes under Community Eligibility Option (CEO),false
Frankford Elementary,Greenbrier County Schools,Frankford,217,,Yes under Community Eligibility Option (CEO),false
Frankfort Elementary School,Mineral County Schools,Ridgeley,713,,Yes under Community Eligibility Option (CEO),false
Frankfort High School,Mineral County Schools,Ridgeley,488,,Yes under Community Eligibility Option (CEO),false
Frankfort Middle School,Mineral County Schools,Ridgeley,487,,Yes under Community Eligibility Option (CEO),false
Franklin Elementary Center,Wood County Schools,Parkersburg,262,,Yes under Community Eligibility Option (CEO),false
Franklin Elementary School,Pendleton County Schools,Franklin,247,,Yes under Community Eligibility Option (CEO),false
French Creek Elementary,Upshur County Schools,French Creek,205,,Yes under Community Eligibility Option (CEO),false
Gateway Achievement Center,Marshall County Schools,Moundsville,38,,Yes under Community Eligibility Option (CEO),false
Gauley River Elementary School,Nicholas County Schools,Craigsville,295,,Yes under Community Eligibility Option (CEO),false
Geary Elementary/Middle School,Roane County Schools,Left Hand,200,,Yes under Community Eligibility Option (CEO),true
Genoa Elementary School,Wayne County Schools,Genoa,48,,Yes under Community Eligibility Option (CEO),false
George Ward Elementary School,Randolph County Schools,Mill Creek,315,,Yes under Community Eligibility Option (CEO),false
George Washington Elementary School,Putnam County Schools,Eleanor,201,,Yes under Community Eligibility Option (CEO),false
George Washington High School,Kanawha County Schools,Charleston,1145,,Yes under Community Eligibility Option (CEO),false
George Washington Middle School,Putnam County Schools,Eleanor,291,,Yes under Community Eligibility Option (CEO),false
Gerrardstown Elementary School,Berkeley County Schools,Gerrardstown,223,,Yes under Community Eligibility Option (CEO),false
Ghent Elementary,Raleigh County Schools,Ghent,201,,Yes under Community Eligibility Option (CEO),false
Gihon Elementary School,Wood County Schools,Parkersburg,261,,Yes under Community Eligibility Option (CEO),false
Gilbert Pk8,Mingo County Schools,Gilbert,409,,Yes under Community Eligibility Option (CEO),true
Gilmer County Elementary School,Gilmer County Schools,Glenville,300,,Yes under Community Eligibility Option (CEO),false
Gilmer County High School,Gilmer County Schools,Glenville,421,,Yes under Community Eligibility Option (CEO),false
Gilmore Elementary School,Jackson County Schools,Sandyville,155,,Yes under Community Eligibility Option (CEO),false
Glade Creek Elementary School,Nicholas County Schools,Summersville,124,,Yes under Community Eligibility Option (CEO),false
Glade Elementary School,Webster County Schools,Cowen,328,,Yes under Community Eligibility Option (CEO),false
Glen Dale Elementary School,Marshall County Schools,Glen Dale,206,,Yes under Community Eligibility Option (CEO),false
Glen Fork Elementary & Middle School,Wyoming County Schools,Glen Fork,159,,Yes under Community Eligibility Option (CEO),true
Glenwood School (K-8),Mercer County Schools,Princeton,614,,Yes under Community Eligibility Option (CEO),true
Grafton High School,Taylor County Schools,Grafton,658,,Yes under Community Eligibility Option (CEO),false
Grandview Annex,Kanawha County Schools,Charleston,18,,Yes under Community Eligibility Option (CEO),false
Green Bank Elementary-Middle School,Pocahontas County Schools,Green Bank,204,,Yes under Community Eligibility Option (CEO),true
Greenbrier East High School,Greenbrier County Schools,Lewisburg,997,,Yes under Community Eligibility Option (CEO),false
Greenbrier West High School,Greenbrier County Schools,Charmco,350,,Yes under Community Eligibility Option (CEO),false
Greenmont Elementary School,Wood County Schools,Vienna,229,,Yes under Community Eligibility Option (CEO),false
Guyan Valley Middle,Lincoln County Schools,Branchland,190,,Yes under Community Eligibility Option (CEO),true
Guyandotte Elementary School,Cabell County Schools,Huntington,233,,Yes under Community Eligibility Option (CEO),false
Hacker Valley Elementary School,Webster County Schools,Hacker Valley,36,,Yes under Community Eligibility Option (CEO),true
Hamilton Middle School,Wood County Schools,Parkersburg,446,,Yes under Community Eligibility Option (CEO),true
Hamlin PK-8,Lincoln County Schools,Hamlin,454,,Yes under Community Eligibility Option (CEO),true
Hampshire Senior High School,Hampshire County Schools,Romney,740,,Yes under Community Eligibility Option (CEO),false
Hannan Junior/Senior High School,Mason County Schools,Ashton,193,,Yes under Community Eligibility Option (CEO),false
Harman Elementary/High School,Randolph County Schools,Harman,103,,Yes under Community Eligibility Option (CEO),false
Harpers Ferry Middle School,Jefferson County Schools,Harpers Ferry,550,,Yes under Community Eligibility Option (CEO),false
Harrisville Elementary,Ritchie County Schools,Harrisville,201,,Yes under Community Eligibility Option (CEO),false
Harts PK-8,Lincoln County Schools,Harts,347,,Yes under Community Eligibility Option (CEO),true
Hayes Middle School,Kanawha County Schools,Saint Albans,464,,Yes under Community Eligibility Option (CEO),true
Hedgesville Elementary School,Berkeley County Schools,Hedgesville,649,,Yes participating without using any Provision or the CEO,false
Hedgesville High School,Berkeley County Schools,Hedgesville,1346,,Yes participating without using any Provision or the CEO,false
Hedgesville Middle School,Berkeley County Schools,Hedgesville,776,,Yes participating without using any Provision or the CEO,false
Henry J Kaiser Elementary School,Jackson County Schools,Ravenswood,294,,Yes under Community Eligibility Option (CEO),false
Herbert Hoover High School,Kanawha County Schools,Elkview,782,,Yes under Community Eligibility Option (CEO),false
Herndon Cons Elementary & Middle School,Wyoming County Schools,Bud,181,,Yes under Community Eligibility Option (CEO),true
Highlawn Elementary School,Cabell County Schools,Huntington,316,,Yes under Community Eligibility Option (CEO),false
Hillsboro Elementary School,Pocahontas County Schools,Hillsboro,81,,Yes under Community Eligibility Option (CEO),false
Hilltop Elementary School,Marshall County Schools,Wheeling,401,,Yes under Community Eligibility Option (CEO),false
Hinton Area Elementary,Summers County Schools,Hinton,265,,Yes under Community Eligibility Option (CEO),false
Hite Saunders Elementary School,Cabell County Schools,Huntington,225,,Yes under Community Eligibility Option (CEO),false
Hodgesville Elementary,Upshur County Schools,Buckhannon,151,,Yes under Community Eligibility Option (CEO),false
Holden Central Elementary School,Logan County Schools,Holden,150,,Yes under Community Eligibility Option (CEO),false
Hollywood Elementary,Raleigh County Schools,Beckley,240,,Yes under Community Eligibility Option (CEO),false
