school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Ellison Park School,Davis District,Layton,565,85,Yes participating without using any Provision or the CEO,false
Emerson School,Salt Lake District,Salt Lake City,395,99,Yes participating without using any Provision or the CEO,false
Emery High,Emery District,Castle Dale,614,206,Yes participating without using any Provision or the CEO,false
Endeavor Hall,Endeavor Hall,West Valley City,257,79,Yes under Community Eligibility Option (CEO),true
Endeavour School,Davis District,Kaysville,645,48,Yes participating without using any Provision or the CEO,false
Enoch School,Iron District,Enoch,516,194,Yes participating without using any Provision or the CEO,false
Ensign School,Salt Lake District,Salt Lake City,361,66,Yes participating without using any Provision or the CEO,false
Enterprise High,Washington District,Enterprise,537,206,Yes participating without using any Provision or the CEO,false
Enterprise School,Washington District,Enterprise,455,195,Yes participating without using any Provision or the CEO,false
Entheos Academy Kearns,Entheos Academy,Kearns,579,244,Yes participating without using any Provision or the CEO,false
Entheos Academy Magna,Entheos Academy,Magna,475,284,Yes participating without using any Provision or the CEO,false
Ephraim Middle,South Sanpete District,Ephraim,495,234,Yes participating without using any Provision or the CEO,false
Ephraim School,South Sanpete District,Ephraim,535,297,Yes participating without using any Provision or the CEO,false
Escalante High,Garfield District,Escalante,66,20,Yes participating without using any Provision or the CEO,false
Escalante School,Garfield District,Escalante,105,47,Yes participating without using any Provision or the CEO,false
Escalante School,Salt Lake District,Salt Lake City,352,284,Yes participating without using any Provision or the CEO,false
Escalante Valley School,Iron District,Beryl,134,102,Yes participating without using any Provision or the CEO,false
Eskdale High,Millard District,Eskdale,21,,No,false
Esperanza School,Esperanza School,West Valley City,575,308,Yes under Provision 2,false
Eureka School,Tintic District,Eureka,101,47,Yes participating without using any Provision or the CEO,false
Evergreen Jr High,Granite District,Salt Lake City,600,162,Yes participating without using any Provision or the CEO,false
Excelsior Academy,Excelsior Academy,Erda,1406,252,Yes participating without using any Provision or the CEO,false
Fairfield Jr High,Davis District,Kaysville,972,181,Yes participating without using any Provision or the CEO,false
Fairview School,North Sanpete District,Fairview,235,118,Yes participating without using any Provision or the CEO,false
Falcon Ridge School,Jordan District,West Jordan,674,260,Yes participating without using any Provision or the CEO,false
Family Enrichment Center,Davis District,Kaysville,225,59,Yes participating without using any Provision or the CEO,false
Farmington High,Davis District,Farmington,2198,154,Yes participating without using any Provision or the CEO,false
Farmington Jr High,Davis District,Farmington,1266,100,Yes participating without using any Provision or the CEO,false
Farmington School,Davis District,Farmington,444,45,Yes participating without using any Provision or the CEO,false
Farr West School,Weber District,Ogden,704,105,Yes participating without using any Provision or the CEO,false
Fast Forward High,Fast Forward High,Logan,439,150,Yes participating without using any Provision or the CEO,true
Ferron School,Emery District,Ferron,200,102,Yes participating without using any Provision or the CEO,false
Fiddlers Canyon School,Iron District,Cedar City,515,265,Yes participating without using any Provision or the CEO,false
Fielding School,Box Elder District,Fielding,574,172,Yes participating without using any Provision or the CEO,false
Fillmore Middle,Millard District,Fillmore,347,163,Yes participating without using any Provision or the CEO,true
Fillmore School,Millard District,Fillmore,483,255,Yes participating without using any Provision or the CEO,false
Flaming Gorge School,Daggett District,Dutch John,16,4,No,false
Foothill School,Alpine District,Orem,537,113,Yes participating without using any Provision or the CEO,false
Foothills School,Jordan District,Riverton,837,178,Yes participating without using any Provision or the CEO,false
Foothills School,Nebo District,Salem,605,96,Yes participating without using any Provision or the CEO,false
Forbes School,Alpine District,American Fork,550,269,Yes participating without using any Provision or the CEO,false
Fort Herriman Middle,Jordan District,Herriman,1195,120,Yes participating without using any Provision or the CEO,false
Fossil Ridge Intermediate,Washington District,St. George,727,350,Yes participating without using any Provision or the CEO,false
Fountain Green School,North Sanpete District,Fountain Green,167,84,Yes participating without using any Provision or the CEO,false
Fox Hills School,Granite District,Salt Lake City,553,175,Yes participating without using any Provision or the CEO,false
