school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Barnsdale Road School,La Grange SD 102,La Grange Park,308,,No,false
Barrington Early Learning Center,Barrington CUSD 220,Barrington,194,54,Yes participating without using any Provision or the CEO,false
Barrington High School,Barrington CUSD 220,Barrington,2718,,No,false
Barrington Mdle Sch- Prairie Cmps,Barrington CUSD 220,Barrington,980,198,Yes participating without using any Provision or the CEO,false
Barrington Middle Sch Station,Barrington CUSD 220,Barrington,886,172,Yes participating without using any Provision or the CEO,false
Barry Elem School,Chicago Public Schools Dist 299,Chicago,473,415,Yes under Community Eligibility Option (CEO),false
Bartelso Elem School,Bartelso SD 57,Bartelso,166,5,Yes participating without using any Provision or the CEO,false
Bartlett Elem School,SD U-46,Bartlett,613,208,Yes under Community Eligibility Option (CEO),false
Bartlett High School,SD U-46,Bartlett,2037,796,Yes under Community Eligibility Option (CEO),false
Barton Elem School,Chicago Public Schools Dist 299,Chicago,411,368,Yes under Community Eligibility Option (CEO),false
Bartonville Elem School,Bartonville SD 66,Bartonville,204,113,Yes under Community Eligibility Option (CEO),false
Bass Elem School,Chicago Public Schools Dist 299,Chicago,313,307,Yes under Community Eligibility Option (CEO),false
Batavia Sr High School,Batavia USD 101,Batavia,1690,,No,false
Bateman Elem School,Chicago Public Schools Dist 299,Chicago,904,506,Yes under Community Eligibility Option (CEO),false
Beach Park Middle School,Beach Park CCSD 3,Beach Park,715,406,Yes under Community Eligibility Option (CEO),false
Beard Elem School,Chicago Public Schools Dist 299,Chicago,327,118,Yes under Community Eligibility Option (CEO),false
Beardstown Jr/Sr High School,Beardstown CUSD 15,Beardstown,820,634,Yes under Community Eligibility Option (CEO),true
Beasley Elem Magnet Academic Ctr,Chicago Public Schools Dist 299,Chicago,1119,733,Yes under Community Eligibility Option (CEO),false
Beaubien Elem School,Chicago Public Schools Dist 299,Chicago,1004,410,Yes under Community Eligibility Option (CEO),false
Beckemeyer Elem School,Breese ESD 12,Beckemeyer,250,84,Yes participating without using any Provision or the CEO,false
Beckemeyer Elem School,Hillsboro CUSD 3,Hillsboro,641,346,Yes under Community Eligibility Option (CEO),false
Bednarcik Junior High School,CUSD 308,Aurora,535,136,Yes participating without using any Provision or the CEO,false
Beebe Elem School,Naperville CUSD 203,Naperville,619,138,Yes participating without using any Provision or the CEO,false
Beecher City Grade School,Beecher City CUSD 20,Beecher City,196,97,Yes participating without using any Provision or the CEO,false
Beecher City Jr-Sr High School,Beecher City CUSD 20,Beecher City,165,76,Yes participating without using any Provision or the CEO,false
Beecher Elem School,Beecher CUSD 200U,Beecher,459,178,Yes participating without using any Provision or the CEO,false
Beecher High School,Beecher CUSD 200U,Beecher,343,95,Yes participating without using any Provision or the CEO,false
Beecher Junior High School,Beecher CUSD 200U,Beecher,249,77,Yes participating without using any Provision or the CEO,false
Beethoven Elem School,Chicago Public Schools Dist 299,Chicago,333,304,Yes under Community Eligibility Option (CEO),false
Behavior Disorder Program Coop,Princeton ESD 115,Tiskilwa,0,,Yes participating without using any Provision or the CEO,true
Beidler Elem School,Chicago Public Schools Dist 299,Chicago,232,195,Yes under Community Eligibility Option (CEO),false
Belding Elem School,Chicago Public Schools Dist 299,Chicago,609,290,Yes under Community Eligibility Option (CEO),false
Bell Elem School,Chicago Public Schools Dist 299,Chicago,902,91,Yes under Community Eligibility Option (CEO),false
Bell-Graham Elementary School,St Charles CUSD 303,Saint Charles,520,40,Yes participating without using any Provision or the CEO,false
Belle Aire Elem School,Downers Grove GSD 58,Downers Grove,276,,No,false
Belle Alexander Elem School,Kewanee CUSD 229,Kewanee,241,176,Yes under Community Eligibility Option (CEO),false
Belle Valley School,Belle Valley SD 119,Belleville,997,822,Yes participating without using any Provision or the CEO,false
Belleville High School-East,Belleville Twp HSD 201,Belleville,2600,1446,Yes participating without using any Provision or the CEO,true
Belleville High School-West,Belleville Twp HSD 201,Belleville,2118,1269,Yes participating without using any Provision or the CEO,true
Belmont-Cragin Elem School,Chicago Public Schools Dist 299,Chicago,518,402,Yes under Community Eligibility Option (CEO),false
Belvidere Central Middle School,Belvidere CUSD 100,Belvidere,911,461,Yes under Community Eligibility Option (CEO),false
Belvidere High School,Belvidere CUSD 100,Belvidere,1167,715,Yes under Community Eligibility Option (CEO),true
Belvidere North High Sch,Belvidere CUSD 100,Belvidere,1354,617,Yes under Community Eligibility Option (CEO),false
Belvidere South Middle School,Belvidere CUSD 100,Belvidere,754,491,Yes under Community Eligibility Option (CEO),false
Bement Elementary School,Bement CUSD 5,Bement,143,94,Yes participating without using any Provision or the CEO,false
Bement High School,Bement CUSD 5,Bement,85,35,Yes participating without using any Provision or the CEO,true
Bement Middle School,Bement CUSD 5,Bement,63,21,Yes participating without using any Provision or the CEO,false
Ben-Gil Elementary School,Gillespie CUSD 7,Gillespie,523,346,Yes under Community Eligibility Option (CEO),false
Benavides STEAM Academy,Aurora East USD 131,Aurora,326,193,Yes under Community Eligibility Option (CEO),false
Benjamin Elem School,McLean County USD 5,Bloomington,607,67,Yes participating without using any Provision or the CEO,false
Benjamin Franklin Elem School,Glen Ellyn SD 41,Glen Ellyn,581,,No,false
Benjamin Franklin Elem School,Moline-Coal Valley CUSD 40,Moline,290,164,Yes participating without using any Provision or the CEO,false
Benjamin Franklin Middle School,Springfield SD 186,Springfield,709,379,Yes under Community Eligibility Option (CEO),false
Benjamin Middle School,Benjamin SD 25,West Chicago,259,,No,false
Bennett Elem School,Chicago Public Schools Dist 299,Chicago,312,251,Yes under Community Eligibility Option (CEO),false
Bent Elem School,Bloomington SD 87,Bloomington,389,260,Yes under Community Eligibility Option (CEO),false
Bentley Elem School,New Lenox SD 122,New Lenox,380,64,Yes participating without using any Provision or the CEO,false
Benton Cons High School,Benton Cons HSD 103,Benton,604,309,Yes participating without using any Provision or the CEO,true
Benton Grade Sch 5-8,Benton CCSD 47,Benton,429,262,Yes under Community Eligibility Option (CEO),false
Benton Grade Sch K-4,Benton CCSD 47,Benton,571,384,Yes under Community Eligibility Option (CEO),false
Berger-Vandenberg Elem School,Dolton SD 149,Dolton,266,265,Yes under Community Eligibility Option (CEO),false
Bernard J Ward Elem School,Valley View CUSD 365U,Bolingbrook,363,281,Yes under Community Eligibility Option (CEO),false
Bernard Long Elem Sch,Madison CUSD 12,Madison,337,331,Yes under Community Eligibility Option (CEO),false
Bernard W Flinn Middle School,Rockford SD 205,Rockford,807,561,Yes under Community Eligibility Option (CEO),false
Bert H Fulton School,CCSD 146,Tinley Park,404,176,Yes participating without using any Provision or the CEO,false
Bethalto East Primary School,Bethalto CUSD 8,Bethalto,387,201,Yes participating without using any Provision or the CEO,false
Bethel Grade School,Bethel SD 82,Mount Vernon,154,118,Yes under Community Eligibility Option (CEO),false
Betsy Ross Elem School,Forest Park SD 91,Forest Park,138,71,Yes under Community Eligibility Option (CEO),false
Betsy Ross Elem School,Prospect Heights SD 23,Prospect Heights,338,131,Yes participating without using any Provision or the CEO,false
Betty Shabazz Internl Charter Sch,Betty Shabazz Internl Chrtr Sch,Chicago,293,291,Yes under Community Eligibility Option (CEO),false
Beulah Park Elem School,Zion ESD 6,Zion,289,237,Yes under Community Eligibility Option (CEO),false
