school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Mountain Park Elementary,Surry County Schools,State Road,188,185,Yes participating without using any Provision or the CEO,false
Mountain View Elementary,Catawba County Schools,Hickory,708,705,Yes participating without using any Provision or the CEO,false
Mountain View Elementary,Ashe County Schools,Jefferson,566,560,Yes participating without using any Provision or the CEO,false
Mountain View Elementary,Burke County Schools,Morganton,762,745,Yes participating without using any Provision or the CEO,false
Mountain View Elementary School,Wilkes County Schools,Hays,488,485,Yes participating without using any Provision or the CEO,false
Mountain View Intermediate,Macon County Schools,Franklin,614,611,Yes participating without using any Provision or the CEO,false
Movement Charter School,Movement Freedom,Charlotte,625,622,Yes participating without using any Provision or the CEO,false
Movement School Eastland,Movement School Eastland,Charlotte,523,519,Yes participating without using any Provision or the CEO,false
Movement School Northwest,Movement School Northwest,Charlotte,208,205,Yes participating without using any Provision or the CEO,false
Movement School Southwest,Movement School Southwest,Charlotte,284,275,Yes participating without using any Provision or the CEO,false
Moyock Elementary,Currituck County Schools,Moyock,740,156,Yes participating without using any Provision or the CEO,false
Moyock Middle,Currituck County Schools,Moyock,635,188,Yes participating without using any Provision or the CEO,false
Mt Ulla Elementary,Rowan-Salisbury Schools,Mount Ulla,281,278,Yes participating without using any Provision or the CEO,false
Mt. Vernon-Ruth Elementary School,Rutherford County Schools,Forest City,231,228,Yes participating without using any Provision or the CEO,false
Mulberry Elementary School,Wilkes County Schools,North Wilkesboro,419,416,Yes participating without using any Provision or the CEO,false
Mull Elementary,Burke County Schools,Morganton,291,287,Yes participating without using any Provision or the CEO,false
