school_name,district_name,city_name,total_students,frl_eligible_students,national_school_lunch_program,admin_approved
Parkside Elementary,Monroe School District,Monroe,342,171,Yes participating without using any Provision or the CEO,false
Parkside School,Wautoma Area School District,Wautoma,480,288,Yes participating without using any Provision or the CEO,true
Parkview Academy of Virtual Education,Parkview School District,Orfordville,51,23,Yes participating without using any Provision or the CEO,false
Parkview Early Learning Center,Mayville School District,Mayville,70,33,Yes participating without using any Provision or the CEO,false
Parkview Elementary,Cedarburg School District,Cedarburg,504,41,Yes participating without using any Provision or the CEO,false
Parkview Elementary,Chippewa Falls Area Unified School District,Chippewa Falls,377,210,Yes participating without using any Provision or the CEO,false
Parkview Elementary,Milwaukee School District,Milwaukee,335,282,Yes under Community Eligibility Option (CEO),false
Parkview Elementary,New London School District,New London,264,124,Yes participating without using any Provision or the CEO,false
Parkview Elementary,Parkview School District,Orfordville,428,157,Yes participating without using any Provision or the CEO,false
Parkview Elementary,Plymouth Joint School District,Plymouth,252,68,Yes under Community Eligibility Option (CEO),false
Parkview High,Parkview School District,Orfordville,187,64,Yes participating without using any Provision or the CEO,false
Parkview Junior High,Parkview School District,Orfordville,171,63,Yes participating without using any Provision or the CEO,false
Parkview Middle,Ashwaubenon School District,Green Bay,747,280,Yes participating without using any Provision or the CEO,false
Parkway Elementary,Glendale-River Hills School District,Glendale,490,186,Yes participating without using any Provision or the CEO,false
Partner Charter School,Richland School District,Richland Center,21,15,Yes participating without using any Provision or the CEO,false
Patch Elementary,Omro School District,Omro,215,71,Yes participating without using any Provision or the CEO,false
Pathways High,Pathways High Inc,Milwaukee,149,45,Yes under Community Eligibility Option (CEO),true
Patrick Marsh Middle,Sun Prairie Area School District,Sun Prairie,581,169,Yes participating without using any Provision or the CEO,false
Pecatonica Elementary,Pecatonica Area School District,Hollandale,171,63,Yes participating without using any Provision or the CEO,false
Pecatonica High,Pecatonica Area School District,Blanchardville,198,64,Yes participating without using any Provision or the CEO,false
Pelican Elementary,Rhinelander School District,Rhinelander,263,129,Yes under Community Eligibility Option (CEO),false
Pembine Elementary,Beecher-Dunbar-Pembine School District,Pembine,139,93,Yes under Community Eligibility Option (CEO),false
Pembine High,Beecher-Dunbar-Pembine School District,Pembine,87,52,Yes under Community Eligibility Option (CEO),true
Pepin Elementary,Pepin Area School District,Pepin,115,39,Yes participating without using any Provision or the CEO,false
Pepin High,Pepin Area School District,Pepin,110,23,Yes participating without using any Provision or the CEO,false
Pershing Elementary,West Allis-West Milwaukee School District,West Milwaukee,250,187,Yes under Community Eligibility Option (CEO),false
Pertzsch Elementary,Onalaska School District,Onalaska,373,168,Yes participating without using any Provision or the CEO,false
Peshtigo Elementary,Peshtigo School District,Peshtigo,580,245,Yes participating without using any Provision or the CEO,false
Peshtigo High,Peshtigo School District,Peshtigo,330,98,Yes participating without using any Provision or the CEO,false
Peshtigo Middle,Peshtigo School District,Peshtigo,151,48,Yes participating without using any Provision or the CEO,false
Pewaukee High,Pewaukee School District,Pewaukee,889,96,Yes participating without using any Provision or the CEO,false
Pewaukee Lake Elementary,Pewaukee School District,Pewaukee,748,87,Yes participating without using any Provision or the CEO,false
Phantom Knight School of Opportunity,West De Pere School District,De Pere,22,7,Yes participating without using any Provision or the CEO,false
Phelps Elementary,Phelps School District,Phelps,61,27,Yes under Community Eligibility Option (CEO),true
Phelps High,Phelps School District,Phelps,27,12,Yes under Community Eligibility Option (CEO),false
Phillips Elementary,Phillips School District,Phillips,302,3,Yes participating without using any Provision or the CEO,false
Phillips High,Phillips School District,Phillips,204,3,Yes participating without using any Provision or the CEO,false
Phillips Middle,Phillips School District,Phillips,144,3,Yes participating without using any Provision or the CEO,false
Phoenix Middle,Delavan-Darien School District,Delavan,474,297,Yes participating without using any Provision or the CEO,true
Pier Elementary,Fond du Lac School District,Fond du Lac,274,169,Yes participating without using any Provision or the CEO,false
Pigeon River Elementary,Sheboygan Area School District,Sheboygan,254,153,Yes under Community Eligibility Option (CEO),false
Pilgrim Park Middle,Elmbrook School District,Elm Grove,898,75,Yes participating without using any Provision or the CEO,false
Pine River School for Young Learners (Prsyl),Merrill Area School District,Merrill,124,64,Yes participating without using any Provision or the CEO,false
Pineview Elementary,Reedsburg School District,Reedsburg,390,145,Yes participating without using any Provision or the CEO,false
Pioneer Elementary,Ashwaubenon School District,Green Bay,495,144,Yes participating without using any Provision or the CEO,false
Pittsville Elementary,Pittsville School District,Pittsville,357,165,Yes participating without using any Provision or the CEO,true
Pittsville High,Pittsville School District,Pittsville,175,57,Yes participating without using any Provision or the CEO,false
Platteville High,Platteville School District,Platteville,479,187,Yes participating without using any Provision or the CEO,false
Platteville Middle,Platteville School District,Platteville,417,172,Yes participating without using any Provision or the CEO,true
Pleasant Prairie Elementary,Kenosha School District,Pleasant Prairie,542,193,Yes under Community Eligibility Option (CEO),false
Pleasant View Elementary,Franklin Public School District,Franklin,422,104,Yes participating without using any Provision or the CEO,false
Plover-Whiting Elementary,Stevens Point Area Public School District,Plover,448,172,Yes participating without using any Provision or the CEO,false
Plum City Elementary,Plum City School District,Plum City,85,24,Yes participating without using any Provision or the CEO,false
Plum City High,Plum City School District,Plum City,79,29,Yes participating without using any Provision or the CEO,false
Plum City Middle School,Plum City School District,Plum City,51,24,No,false
Plymouth High,Plymouth Joint School District,Plymouth,735,188,Yes under Community Eligibility Option (CEO),false
Point 4 the Future,Stevens Point Area Public School District,Stevens Point,406,161,No,false
Point of Discovery School,Stevens Point Area Public School District,Stevens Point,93,40,Yes participating without using any Provision or the CEO,false
